name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Moscow,2023-04-01,8,0,3.5,5.4,-2.3,1.6,1,85.1,1.4,100,29.17,rain&snow,0.3,0.2,27.7,18,184.2,1003.7,90.2,6.9,,,,,2023-04-01T06:01:33,2023-04-01T19:06:46,0.34,Snow&Rain&Overcast,Cloudy skies throughout the day with rain or snow clearing later.,snow,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-02,10.6,5.6,7.7,10.6,2.7,5.4,4.6,81.3,0.1,100,4.17,rain,0,0,39.2,21,159.2,1010.3,95.4,9.6,,,,,2023-04-02T05:58:57,2023-04-02T19:08:47,0.38,Rain&Overcast,Cloudy skies throughout the day with late afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-03,12.6,5.2,8.9,12.6,2.9,7.8,4.8,77.1,0.5,100,8.33,rain,0,0,36,16.8,77.9,1014,71.1,9.5,,,,,2023-04-03T05:56:21,2023-04-03T19:10:48,0.41,Rain&Partially_cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-04,12.7,6.2,9.2,12.7,4,8.1,5.4,78.4,0.9,100,16.67,rain,0,0,28.8,12.9,2.4,1015.1,47.9,8.8,,,,,2023-04-04T05:53:45,2023-04-04T19:12:49,0.44,Rain&Partially_cloudy,Partly cloudy throughout the day with rain clearing later.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-05,11.7,2.2,7.1,11.7,0.1,5.2,3.6,79.9,0,0,0,,0,0,39.6,21,18,1019.6,61.6,8.4,,,,,2023-04-05T05:51:10,2023-04-05T19:14:49,0.47,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-06,13.6,3.2,8.1,13.6,-0.9,5.6,0.3,60.3,0,0,0,,0,0,43.2,27.3,49.6,1023.1,9.9,10,,,,,2023-04-06T05:48:35,2023-04-06T19:16:50,0.5,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-07,11,0.2,5.8,11,-4.2,3,-4.1,50.7,0,0,0,,0,0,39.6,24.6,70.6,1025.4,21.6,10,,,,,2023-04-07T05:46:01,2023-04-07T19:18:51,0.54,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-08,12.6,-0.2,6.6,12.6,-4.2,4.6,-3.2,51.4,0,0,0,,0,0,29.1,18.6,99.3,1026.7,45.8,10,,,,,2023-04-08T05:43:27,2023-04-08T19:20:52,0.58,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-09,13.4,2.5,8.2,13.4,-0.3,7.1,0.2,59,0,0,0,,0,0,20.5,13.8,146.6,1025.7,53.3,9.9,,,,,2023-04-09T05:40:53,2023-04-09T19:22:53,0.61,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-10,12.6,4.8,8.3,12.6,3.4,7.5,2.3,66.9,0.4,100,16.67,rain,0,0,36,14.7,277.1,1024.8,44.5,9.8,,,,,2023-04-10T05:38:20,2023-04-10T19:24:54,0.65,Rain&Partially_cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-11,15.4,4.8,9.6,15.4,3.4,8.8,2.2,64.6,0.2,100,8.33,rain,0,0,24.1,13.8,124.5,1020.3,32.6,8.8,,,,,2023-04-11T05:35:48,2023-04-11T19:26:55,0.69,Rain&Partially_cloudy,Becoming cloudy in the afternoon with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-12,17,1.6,10.2,17,1.6,9.9,-0.8,52.2,0,0,0,,0,0,39.6,16.5,98.1,1016.1,33.3,9.8,,,,,2023-04-12T05:33:16,2023-04-12T19:28:57,0.72,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-13,16.6,4.8,11.4,16.6,2,10.2,-1.4,42.9,0,0,0,,0,0,51.6,34.5,63.3,1014.4,77.3,10,,,,,2023-04-13T05:30:44,2023-04-13T19:30:58,0.75,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-14,9,1.4,5.2,5.4,-4.6,0.2,-9,37.3,0,0,0,,0,0,54,33,62.9,1020.7,49.1,10,,,,,2023-04-14T05:28:13,2023-04-14T19:32:59,0.79,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-15,9,-1,3.7,6.3,-6.6,-0.6,-13.3,28.9,0,0,0,,0,0,43.2,25.2,90.8,1029.1,93.2,10,,,,,2023-04-15T05:25:43,2023-04-15T19:35:00,0.83,Overcast,Cloudy skies throughout the day.,cloudy,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-16,13,-0.2,6.9,13,-4.6,4.8,-9.8,31.6,0,0,0,,0,0,36,18.9,124.1,1029.9,82.1,10,,,,,2023-04-16T05:23:13,2023-04-16T19:37:01,0.86,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-17,14,4.4,9.3,14,2.3,8.6,-4.1,39.2,0,0,0,,0,0,20.2,18,203.2,1027.3,85.3,10,,,,,2023-04-17T05:20:44,2023-04-17T19:39:02,0.9,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-18,13.6,7.2,10.5,13.6,6,10.2,1.4,54.2,0.1,100,4.17,rain,0,0,32.4,16.5,42.2,1025,81.1,10,,,,,2023-04-18T05:18:16,2023-04-18T19:41:04,0.94,Rain&Partially_cloudy,Partly cloudy throughout the day with afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-19,16.2,7.4,11.9,16.2,4.6,10.9,-1.9,39.6,0,0,0,,0,0,32.4,23.1,69.9,1025.2,81.7,10,,,,,2023-04-19T05:15:49,2023-04-19T19:43:05,0.97,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-20,16.6,4.1,11.3,16.6,2.5,10.8,-3.2,38,0,0,0,,0,0,39.6,21.6,25.8,1020.8,40.2,10,,,,,2023-04-20T05:13:22,2023-04-20T19:45:06,0,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-21,16,3.6,11,16,1.4,10.1,-3.8,36.3,0,0,0,,0,0,50.4,22.5,18.3,1014.9,10.4,10,,,,,2023-04-21T05:10:57,2023-04-21T19:47:07,0.04,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-22,15.2,4.5,10.7,15.2,3,10,-1.1,45.9,0,0,0,,0,0,32.4,19.8,16.2,1011.4,19.7,9.9,,,,,2023-04-22T05:08:32,2023-04-22T19:49:08,0.07,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-23,18.6,3.1,11.7,18.6,2.7,11.4,0.3,49.7,0,0,0,,0,0,36,17.6,244.5,1014.8,10.8,9.9,,,,,2023-04-23T05:06:08,2023-04-23T19:51:09,0.1,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-24,20.2,4.5,13.9,20.2,4.5,13.8,-0.3,42.1,0,0,0,,0,0,39.6,19.5,198.6,1015.3,19.9,10,,,,,2023-04-24T05:03:45,2023-04-24T19:53:10,0.13,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-25,19,9.7,14.6,19,8.2,14.5,3.1,47.1,0,0,0,,0,0,31.3,19.8,122,1011.4,61.3,10,,,,,2023-04-25T05:01:23,2023-04-25T19:55:11,0.17,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-26,16.4,9.6,11.9,16.4,7.3,11.3,8.2,79.6,5.3,100,41.67,rain,0,0,43.2,21.6,308.1,1003.2,79.5,9.4,,,,,2023-04-26T04:59:02,2023-04-26T19:57:12,0.2,Rain&Partially_cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-27,19.4,4.8,13.5,19.4,3.8,13.3,6.1,64.1,0.1,100,4.17,rain,0,0,32.4,20.4,191.2,1009.5,37.1,9.8,,,,,2023-04-27T04:56:43,2023-04-27T19:59:12,0.23,Rain&Partially_cloudy,Becoming cloudy in the afternoon with afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-28,13.8,5.6,10.5,13.8,2,9.2,7.7,83.4,5.5,100,33.33,rain,0,0,41,23.1,268.1,1011.4,74.6,9.9,,,,,2023-04-28T04:54:24,2023-04-28T20:01:13,0.25,Rain&Partially_cloudy,Partly cloudy throughout the day with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-29,12.4,3,7,12.4,-1.2,4.8,0.8,68.7,11,100,37.5,rain,0,0,43.2,22.2,334.1,1015.8,64.2,9.9,,,,,2023-04-29T04:52:07,2023-04-29T20:03:13,0.3,Rain&Partially_cloudy,Partly cloudy throughout the day with rain clearing later.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-04-30,11,0.2,6.8,11,0.2,5.5,1.3,70.2,5.4,100,25,rain,0,0,36,21.9,65,1015.8,75.9,9.8,,,,,2023-04-30T04:49:50,2023-04-30T20:05:13,0.33,Rain&Partially_cloudy,Partly cloudy throughout the day with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-01,9.2,3.4,6.6,6.4,0,3.7,3.8,83,1.1,100,12.5,rain,0,0,46.8,29.7,301.4,1010.3,68.7,9.8,,,,,2023-05-01T04:47:35,2023-05-01T20:07:12,0.36,Rain&Partially_cloudy,Partly cloudy throughout the day with early morning rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-02,15,-0.2,8.4,15,-2.7,7.4,-1.5,55.1,0,0,0,,0,0,32.4,14.4,230.7,1021.7,6.4,9.9,,,,,2023-05-02T04:45:22,2023-05-02T20:09:12,0.39,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-03,14.2,6.4,10.2,14.2,4.3,8.9,2.4,58.9,1.1,100,20.83,rain,0,0,43.2,26.7,218.2,1018.6,78.1,10,,,,,2023-05-03T04:43:10,2023-05-03T20:11:11,0.42,Rain&Partially_cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-04,14,1.4,8.6,14,-0.6,7.8,-1.3,53.9,0,0,0,,0,0,36,14.7,265.1,1022.3,53.5,10,,,,,2023-05-04T04:40:59,2023-05-04T20:13:10,0.46,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-05,7.2,1.6,5.1,5.2,-1.6,2.1,-2.1,61.3,0,0,0,,0,0,39.6,23.1,321.9,1020.8,68.4,10,,,,,2023-05-05T04:38:50,2023-05-05T20:15:08,0.5,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-06,5.6,-1.4,2.3,1.7,-5.8,-1.9,-5.9,56.1,0,0,0,,0,0,43.2,24.6,315.6,1023.7,46.5,10,,,,,2023-05-06T04:36:42,2023-05-06T20:17:06,0.52,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-07,8.2,-2.8,3.5,5.8,-6.7,0.5,-6.2,52.9,0,0,0,,0,0,46.8,18.8,315.3,1027.9,22.2,10,,,,,2023-05-07T04:34:36,2023-05-07T20:19:03,0.56,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-08,10.4,-1.8,5.6,10.4,-4.3,4,-5,49.5,0,0,0,,0,0,36,15.9,328.9,1031.2,36.5,10,,,,,2023-05-08T04:32:32,2023-05-08T20:20:59,0.59,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-09,13.7,-1.2,7.8,13.7,-1.2,7.7,-4.6,46.2,0,0,0,,0,0,28.8,10.8,296.9,1030.1,40.3,10,,,,,2023-05-09T04:30:29,2023-05-09T20:22:56,0.63,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-10,16,4.8,11.1,16,3.8,10.7,-1.8,43,0,0,0,,0,0,36,12.3,306.6,1024.4,50.1,10,,,,,2023-05-10T04:28:28,2023-05-10T20:24:51,0.67,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-11,17,8.2,12.8,17,8.2,12.8,3.4,54,0.1,100,4.17,rain,0,0,54.4,24.7,349.2,1022.5,61.2,10,,,,,2023-05-11T04:26:29,2023-05-11T20:26:46,0.7,Rain&Partially_cloudy,Partly cloudy throughout the day with afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-12,21.6,7,15.1,21.6,5.7,14.7,2.7,48.8,0,0,0,,0,0,39.6,20.4,317.6,1021.2,54.4,10,,,,,2023-05-12T04:24:32,2023-05-12T20:28:39,0.75,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-13,22,8,16.4,22,6.4,16.2,2.2,41.1,0,0,0,,0,0,39.6,26.1,333.5,1020.8,28.9,10,,,,,2023-05-13T04:22:36,2023-05-13T20:30:32,0.77,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-14,16.2,9.4,13.5,16.2,7.2,13.2,3.7,52.4,0,0,0,,0,0,39.6,21,25,1023,35.3,10,,,,,2023-05-14T04:20:43,2023-05-14T20:32:24,0.81,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-15,19.4,4.6,13.1,19.4,3.6,13,3.2,54.8,0,0,0,,0,0,28.8,15.9,71.5,1023.2,13.9,10,,,,,2023-05-15T04:18:52,2023-05-15T20:34:15,0.85,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-16,20,5.8,14.5,20,4.3,14.3,3.6,52.5,0,0,0,,0,0,39.6,22.5,134.7,1022,9.9,10,,,,,2023-05-16T04:17:03,2023-05-16T20:36:05,0.88,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-17,23.2,8.5,17.4,23.2,7.2,17.2,4.9,47,0,0,0,,0,0,36,21,167.9,1022,27.8,10,,,,,2023-05-17T04:15:16,2023-05-17T20:37:54,0.92,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-18,24.6,9.2,18,24.6,9.2,18,7.6,54.7,0,0,0,,0,0,43.2,25.2,252.1,1021.1,23.2,10,,,,,2023-05-18T04:13:32,2023-05-18T20:39:42,0.95,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-19,16.8,10.3,13.7,16.8,10.3,13.7,6.4,64.4,0.1,100,4.17,rain,0,0,54,24,354,1024.1,74.2,10,,,,,2023-05-19T04:11:49,2023-05-19T20:41:28,0,Rain&Partially_cloudy,Partly cloudy throughout the day with morning rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-20,14.6,8.4,11.7,14.6,6.2,10.9,4.5,62.1,0.3,100,8.33,rain,0,0,45.1,26.7,344.3,1026,69.8,10,,,,,2023-05-20T04:10:09,2023-05-20T20:43:13,0.02,Rain&Partially_cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-21,15.4,9.4,12,15.4,7.3,11.5,8.2,78.6,1.8,100,25,rain,0,0,36,19.4,95.5,1022.8,65.1,9.6,,,,,2023-05-21T04:08:32,2023-05-21T20:44:57,0.06,Rain&Partially_cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-22,19.4,7.6,12.7,19.4,7.1,12.6,10.2,85.4,2.1,100,16.67,rain,0,0,36,16.1,33.4,1022.4,58.3,9.2,,,,,2023-05-22T04:06:57,2023-05-22T20:46:38,0.09,Rain&Partially_cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-23,19.8,10.3,15.2,19.8,10.3,15.2,11.8,80.9,1,100,20.83,rain,0,0,28.8,25.3,76.2,1018.6,59.7,9.9,,,,,2023-05-23T04:05:25,2023-05-23T20:48:19,0.12,Rain&Partially_cloudy,Clearing in the afternoon with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-24,20.6,14.2,17.5,20.6,14.2,17.5,13.4,77.5,0.1,100,4.17,rain,0,0,39.6,14.6,113.5,1015.4,56.3,10,,,,,2023-05-24T04:03:56,2023-05-24T20:49:57,0.15,Rain&Partially_cloudy,Partly cloudy throughout the day with early morning rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-25,19.2,12.6,16.4,19.2,12.6,16.4,14.4,88.3,4.2,100,29.17,rain,0,0,39.6,13.8,356.9,1015.2,46.3,7.9,,,,,2023-05-25T04:02:29,2023-05-25T20:51:34,0.18,Rain&Partially_cloudy,Partly cloudy throughout the day with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-26,24.8,10.9,18.8,24.8,10.9,18.8,10.9,64.8,0,0,0,,0,0,36,16.1,267.8,1013.8,38.1,8.7,,,,,2023-05-26T04:01:05,2023-05-26T20:53:09,0.22,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-27,20.3,13.4,16.8,20.3,13.4,16.8,6.4,53,0,0,0,,0,0,43.2,23.6,323.6,1014.6,49.4,10,,,,,2023-05-27T03:59:44,2023-05-27T20:54:42,0.25,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-28,15.4,7.7,11.7,15.4,4.8,10.8,5.1,64.7,1.9,100,29.17,rain,0,0,46.8,22.6,316,1016.6,58,10,,,,,2023-05-28T03:58:26,2023-05-28T20:56:12,0.28,Rain&Partially_cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-29,20.8,5.6,14.6,20.8,4.1,14.1,3.8,53.1,0,0,0,,0,0,36,16.7,246.7,1019,7.9,10,,,,,2023-05-29T03:57:11,2023-05-29T20:57:41,0.31,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-30,21.2,9.8,16.4,21.2,9.8,16.4,5.2,50.7,0,0,0,,0,0,28.8,11.1,236.8,1016.3,34.1,10,,,,,2023-05-30T03:55:59,2023-05-30T20:59:07,0.35,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-05-31,11.5,7.6,10.3,11.5,6.1,9.6,8,86,0.6,100,8.33,rain,0,0,39.6,25.2,294.9,1012.3,57.9,9.6,,,,,2023-05-31T03:54:51,2023-05-31T21:00:31,0.38,Rain&Partially_cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-01,20.6,5,14.1,20.6,3.3,13.6,6.5,64.6,0,0,0,,0,0,50.4,25.1,228.3,1010.4,35.5,9.8,,,,,2023-06-01T03:53:45,2023-06-01T21:01:52,0.41,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-02,23,8.5,15.3,23,8.5,15.2,9.3,70.3,0.6,100,20.83,rain,0,0,46.8,19.1,130.6,1009,55.5,9.8,,,,,2023-06-02T03:52:43,2023-06-02T21:03:11,0.44,Rain&Partially_cloudy,Partly cloudy throughout the day with rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-03,12,6.2,8.7,12,3.1,6.6,7.2,89.9,12.4,100,54.17,rain,0,0,46.8,24.6,319.3,1011.2,80.8,9,,,,,2023-06-03T03:51:44,2023-06-03T21:04:27,0.47,Rain&Partially_cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-04,14.2,3.2,9.7,14.2,0.3,8.6,2.9,65.1,0,0,0,,0,0,36,21.9,249.8,1019.6,38.3,9.8,,,,,2023-06-04T03:50:49,2023-06-04T21:05:40,0.5,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-05,16.4,7.9,12.2,16.4,5.8,11.6,6.2,67.3,0.8,100,12.5,rain,0,0,43.6,22.5,248.4,1019.3,57.7,10,,,,,2023-06-05T03:49:57,2023-06-05T21:06:51,0.54,Rain&Partially_cloudy,Partly cloudy throughout the day with afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-06,19.8,7.7,14.7,19.8,6.3,14.3,5.9,58.6,0.1,100,4.17,rain,0,0,43.2,21.8,275.4,1019.7,49.3,10,,,,,2023-06-06T03:49:09,2023-06-06T21:07:58,0.58,Rain&Partially_cloudy,Partly cloudy throughout the day with afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-07,23,8.9,16.8,23,7.7,16.7,8,59.1,0,0,0,,0,0,54,32.2,259.8,1018.3,48,10,,,,,2023-06-07T03:48:24,2023-06-07T21:09:03,0.61,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-08,23.3,11.2,17.8,23.3,11.2,17.8,8.8,59.1,0,0,0,,0,0,36,12.4,301.4,1017.9,39.8,9.9,,,,,2023-06-08T03:47:43,2023-06-08T21:10:04,0.65,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-09,23.7,11.4,17.3,23.7,11.4,17.3,8.8,60.9,0.1,100,4.17,rain,0,0,48.5,24.2,289.3,1016.1,45.9,10,,,,,2023-06-09T03:47:05,2023-06-09T21:11:02,0.69,Rain&Partially_cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-10,16,10.2,13.4,16,10.2,13.4,2.8,50.2,0,0,0,,0,0,43.2,25.2,29.3,1022.9,54.4,10,,,,,2023-06-10T03:46:32,2023-06-10T21:11:57,0.75,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-11,17,7.6,12.7,17,5.1,12.1,0.6,44.8,0,0,0,,0,0,50.4,24.6,51.3,1027.6,14.8,10,,,,,2023-06-11T03:46:02,2023-06-11T21:12:48,0.76,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-12,19,7.7,14.2,19,5.4,13.8,1.8,44.8,0,0,0,,0,0,50.4,28.6,65,1026.5,6.7,10,,,,,2023-06-12T03:45:36,2023-06-12T21:13:36,0.79,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-13,21.4,8,15.8,21.4,6,15.4,3.7,46.8,0,0,0,,0,0,46.8,23.8,81.3,1023,4.2,10,,,,,2023-06-13T03:45:13,2023-06-13T21:14:21,0.83,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-14,24.2,9.3,18.3,24.2,9.3,18.3,5.2,45.4,0,0,0,,0,0,57.6,18.3,48.5,1019.3,0.8,10,,,,,2023-06-14T03:44:55,2023-06-14T21:15:02,0.86,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-15,26,10.9,20.1,26,10.9,20.1,6.4,43.5,0,0,0,,0,0,39.6,20.4,47.7,1017.5,19.3,10,,,,,2023-06-15T03:44:40,2023-06-15T21:15:39,0.9,Clear,Clear conditions throughout the day.,clear-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-16,27,14.2,22.1,26.6,14.2,22,8.5,44.9,0,0,0,,0,0,32.4,17.4,359.7,1013.9,44.8,10,,,,,2023-06-16T03:44:30,2023-06-16T21:16:13,0.94,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-17,26.6,14.5,21.7,26.6,14.5,21.7,8.9,46.4,0,0,0,,0,0,39.6,19.5,54.8,1013.6,38,10,,,,,2023-06-17T03:44:23,2023-06-17T21:16:43,0.97,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-18,23.9,13.8,19.6,23.9,13.8,19.6,6.4,44.1,0,0,0,,0,0,39.1,17.2,55.3,1016.9,39.4,10,,,,,2023-06-18T03:44:20,2023-06-18T21:17:09,0,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-19,21.9,12,17.9,21.9,12,17.9,4.1,42.1,0,0,0,,0,0,39.6,16.5,40.5,1017,24.9,10,,,,,2023-06-19T03:44:21,2023-06-19T21:17:31,0.04,Partially_cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
Moscow,2023-06-20,23.7,10.7,17.4,23.7,10.7,17.4,7.4,54.2,0,0,0,,0,0,43.2,26.8,324,1013.7,34.3,9.9,,,,,2023-06-20T03:44:26,2023-06-20T21:17:49,0.07,Partially_cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUMO;UUWW;UUEE;27515599999;27518599999
